Name,Rating,Genre,Release Date,Runtime,Url
Book of Love,52,"Comedy,Romance",01/06/2022,1h 46m,https://www.themoviedb.org/movie/892835
Batman Returns,69,"Action,Fantasy",06/19/1992,2h 3m,https://www.themoviedb.org/movie/364
The Haunting of Helena,56,"Horror,Thriller",06/21/2013,1h 27m,https://www.themoviedb.org/movie/159211
The Last Mercenary,67,"Action,Comedy",07/30/2021,1h 50m,https://www.themoviedb.org/movie/729720
"The Simpsons: The Good, the Bart, and the Loki",75,"Animation,Comedy,Family",07/07/2021,6m,https://www.themoviedb.org/movie/846214
7 Prisoners,71,"Drama,Crime",11/11/2021,1h 33m,https://www.themoviedb.org/movie/785538
Morbius,NR,"Action,Science Fiction,Fantasy",04/01/2022,1h 44m,https://www.themoviedb.org/movie/526896
Mutation on Mars,66,"Drama,Science Fiction",08/27/2021,0,https://www.themoviedb.org/movie/866408
Vicky and Her Mystery,73,"Adventure,Family,Drama",12/15/2021,1h 24m,https://www.themoviedb.org/movie/754067
Your Name.,85,"Romance,Animation,Drama",08/26/2016,1h 46m,https://www.themoviedb.org/movie/372058
Last Night in Soho,75,"Thriller,Horror,Mystery",11/12/2021,1h 57m,https://www.themoviedb.org/movie/576845
Avengers: Age of Ultron,73,"Action,Adventure,Science Fiction",04/24/2015,2h 21m,https://www.themoviedb.org/movie/99861
Rurouni Kenshin: The Beginning,78,"Action,Adventure,Drama",06/04/2021,2h 18m,https://www.themoviedb.org/movie/672322
Wish Dragon,81,"Animation,Family,Comedy,Fantasy",01/15/2021,1h 39m,https://www.themoviedb.org/movie/550205
Harry Potter and the Prisoner of Azkaban,80,"Adventure,Fantasy",06/04/2004,2h 21m,https://www.themoviedb.org/movie/673
"Monsters, Inc.",78,"Animation,Comedy,Family",11/01/2001,1h 32m,https://www.themoviedb.org/movie/585
Roald Dahl's The Witches,65,"Family,Fantasy,Adventure,Comedy,Horror",10/29/2020,1h 46m,https://www.themoviedb.org/movie/531219
The Stronghold,75,Thriller,08/18/2021,1h 45m,https://www.themoviedb.org/movie/637534
Iron Man 2,68,"Adventure,Action,Science Fiction",05/07/2010,2h 4m,https://www.themoviedb.org/movie/10138
Teenage Mutant Ninja Turtles,59,"Science Fiction,Action,Adventure,Comedy",08/08/2014,1h 41m,https://www.themoviedb.org/movie/98566
Death on the Nile,67,"Mystery,Crime,Drama,Thriller",02/11/2022,2h 7m,https://www.themoviedb.org/movie/505026
Nobody Sleeps in the Woods Tonight 2,40,"Horror,Thriller,Comedy",10/27/2021,1h 37m,https://www.themoviedb.org/movie/871964
It Chapter Two,69,"Horror,Fantasy",09/06/2019,2h 49m,https://www.themoviedb.org/movie/474350
Harry Potter and the Half-Blood Prince,77,"Adventure,Fantasy",07/07/2009,2h 33m,https://www.themoviedb.org/movie/767
My Hero Academia: Two Heroes,80,"Animation,Action,Adventure,Fantasy",08/03/2018,1h 36m,https://www.themoviedb.org/movie/505262
Ted 2,63,Comedy,06/26/2015,1h 55m,https://www.themoviedb.org/movie/214756
The King's Daughter,75,"Fantasy,Drama,Romance,History",01/21/2022,1h 34m,https://www.themoviedb.org/movie/245842
Vanguard,63,"Action,Adventure,Crime",09/30/2020,1h 47m,https://www.themoviedb.org/movie/604822
Captain America: Civil War,74,"Adventure,Action,Science Fiction",05/06/2016,2h 27m,https://www.themoviedb.org/movie/271110
The Hobbit: The Battle of the Five Armies,73,"Action,Adventure,Fantasy",12/11/2014,2h 24m,https://www.themoviedb.org/movie/122917
The Dark Knight,85,"Drama,Action,Crime,Thriller",07/18/2008,2h 32m,https://www.themoviedb.org/movie/155
2012,58,"Action,Adventure,Science Fiction",10/10/2009,2h 38m,https://www.themoviedb.org/movie/14161
Real Steel,69,"Action,Science Fiction,Drama",10/06/2011,2h 7m,https://www.themoviedb.org/movie/39254
Fast & Furious Presents: Hobbs & Shaw,69,"Action,Adventure,Comedy",08/02/2019,2h 17m,https://www.themoviedb.org/movie/384018
Chief Daddy 2: Going for Broke,59,Comedy,12/17/2021,1h 52m,https://www.themoviedb.org/movie/922017
Project X,68,Comedy,03/02/2012,1h 28m,https://www.themoviedb.org/movie/57214
How I Became a Superhero,62,"Science Fiction,Adventure,Mystery,Action,Thriller,Fantasy,Comedy",11/19/2020,1h 41m,https://www.themoviedb.org/movie/641501
KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,84,"Animation,Adventure,Comedy,Fantasy",08/30/2019,1h 30m,https://www.themoviedb.org/movie/532067
Ashfall,66,"Action,Adventure,Thriller",12/19/2019,2h 8m,https://www.themoviedb.org/movie/581387
Fantastic Beasts: The Secrets of Dumbledore,NR,"Fantasy,Adventure",04/08/2022,2h 22m,https://www.themoviedb.org/movie/338953
Dawn of the Planet of the Apes,73,"Science Fiction,Action,Drama,Thriller",07/10/2014,2h 10m,https://www.themoviedb.org/movie/119450
Carriers,61,"Action,Drama,Horror,Science Fiction,Thriller",09/04/2009,1h 24m,https://www.themoviedb.org/movie/25769
Major Grom: Plague Doctor,68,"Action,Adventure",04/01/2021,2h 16m,https://www.themoviedb.org/movie/529106
Harry Potter and the Order of the Phoenix,77,"Adventure,Fantasy,Mystery",07/03/2007,2h 18m,https://www.themoviedb.org/movie/675
Frozen II,73,"Family,Animation,Adventure,Comedy,Fantasy",11/22/2019,1h 43m,https://www.themoviedb.org/movie/330457
Injustice,78,"Animation,Science Fiction,Fantasy,Action",10/09/2021,1h 18m,https://www.themoviedb.org/movie/831405
Mulan,70,"Adventure,Fantasy,Drama",09/04/2020,1h 55m,https://www.themoviedb.org/movie/337401
Never Back Down: Revolt,66,Action,11/16/2021,1h 29m,https://www.themoviedb.org/movie/763025
Crank: High Voltage,60,"Action,Thriller,Crime",04/16/2009,1h 36m,https://www.themoviedb.org/movie/15092
Harry Potter and the Deathly Hallows: Part 2,81,"Fantasy,Adventure",07/07/2011,2h 10m,https://www.themoviedb.org/movie/12445
Jiu Jitsu,50,"Action,Science Fiction,Fantasy",11/20/2020,1h 42m,https://www.themoviedb.org/movie/590706
Cosmic Sin,42,"Action,Adventure,Science Fiction",03/12/2021,1h 28m,https://www.themoviedb.org/movie/681887
SAS: Red Notice,59,"Drama,Action,Thriller",08/11/2021,2h,https://www.themoviedb.org/movie/595743
The Town,72,"Crime,Drama,Thriller",10/15/2010,2h 5m,https://www.themoviedb.org/movie/23168
Batman v Superman: Dawn of Justice,59,"Action,Adventure,Fantasy",05/06/2016,2h 32m,https://www.themoviedb.org/movie/209112
Minnal Murali,72,"Action,Adventure,Comedy",12/24/2021,2h 38m,https://www.themoviedb.org/movie/657644
Doctor Strange in the Multiverse of Madness,NR,"Fantasy,Action,Adventure",05/06/2022,2h 28m,https://www.themoviedb.org/movie/453395
Rascal Does Not Dream of a Dreaming Girl,84,"Animation,Comedy,Romance,Drama,Fantasy",06/15/2019,1h 30m,https://www.themoviedb.org/movie/572154
Venom,69,"Science Fiction,Action",10/05/2018,1h 52m,https://www.themoviedb.org/movie/335983
The Lion King,83,"Family,Animation,Drama",10/10/1994,1h 29m,https://www.themoviedb.org/movie/8587
Pirates of the Caribbean: Dead Man's Chest,73,"Adventure,Fantasy,Action",07/07/2006,2h 31m,https://www.themoviedb.org/movie/58
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,82,"Animation,Comedy,Mystery,Family,Fantasy",09/14/2021,1h 12m,https://www.themoviedb.org/movie/843906
Boyka: Undisputed IV,70,"Action,Drama",08/01/2016,1h 27m,https://www.themoviedb.org/movie/348893
Evangelion: 3.0+1.0 Thrice Upon a Time,85,"Animation,Action,Science Fiction,Drama",03/08/2021,2h 35m,https://www.themoviedb.org/movie/283566
Pirates of the Caribbean: The Curse of the Black Pearl,78,"Adventure,Fantasy,Action",08/15/2003,2h 23m,https://www.themoviedb.org/movie/22
Fifty Shades of Grey,59,"Drama,Romance,Thriller",02/13/2015,2h 5m,https://www.themoviedb.org/movie/216015
American Badger,59,Action,06/15/2021,1h 28m,https://www.themoviedb.org/movie/768449
Coraline,78,"Animation,Family,Fantasy",02/06/2009,1h 40m,https://www.themoviedb.org/movie/14836
Descarrilados,52,Comedy,08/20/2021,0,https://www.themoviedb.org/movie/772388
Big Hero 6,78,"Adventure,Family,Animation,Action,Comedy",11/07/2014,1h 42m,https://www.themoviedb.org/movie/177572
Joker,82,"Crime,Thriller,Drama",10/02/2019,2h 2m,https://www.themoviedb.org/movie/475557
Legion,58,"Horror,Action,Fantasy",01/22/2010,1h 40m,https://www.themoviedb.org/movie/22894
The Exorcism of Carmen Farias,62,Horror,05/05/2021,1h 33m,https://www.themoviedb.org/movie/675024
Harry Potter and the Deathly Hallows: Part 1,78,"Adventure,Fantasy",11/19/2010,2h 26m,https://www.themoviedb.org/movie/12444
War for the Planet of the Apes,71,"Drama,Science Fiction,War",07/14/2017,2h 20m,https://www.themoviedb.org/movie/281338
Pokémon: Mewtwo Strikes Back - Evolution,67,"Animation,Adventure,Fantasy,Action,Family",07/12/2019,1h 38m,https://www.themoviedb.org/movie/571891
LOL Surprise: The Movie,68,"Animation,Family",10/08/2021,47m,https://www.themoviedb.org/movie/882206
The Conjuring,75,"Horror,Thriller",08/02/2013,1h 52m,https://www.themoviedb.org/movie/138843
Sing,71,"Animation,Comedy,Family,Music",12/30/2016,1h 48m,https://www.themoviedb.org/movie/335797
Jolt,67,"Action,Comedy",07/15/2021,1h 31m,https://www.themoviedb.org/movie/617502
The Hangover,73,Comedy,06/05/2009,1h 40m,https://www.themoviedb.org/movie/18785
Nobody,82,"Action,Crime,Thriller",08/27/2021,1h 32m,https://www.themoviedb.org/movie/615457
Goblin Slayer: Goblin's Crown,76,"Animation,Adventure,Action,Fantasy",02/01/2020,1h 25m,https://www.themoviedb.org/movie/631132
Why Women Cheat,33,Romance,07/06/2021,1h 17m,https://www.themoviedb.org/movie/848932
Deadpool 2,75,"Action,Comedy,Adventure",05/18/2018,1h 59m,https://www.themoviedb.org/movie/383498
More the Merrier,67,"Comedy,Romance",07/30/2021,1h 52m,https://www.themoviedb.org/movie/763152
Dragon Ball Z: Broly – The Legendary Super Saiyan,72,"Animation,Science Fiction,Action",03/06/1993,1h 10m,https://www.themoviedb.org/movie/34433
Hancock,63,"Fantasy,Action",07/01/2008,1h 32m,https://www.themoviedb.org/movie/8960
Tom Clancy's Without Remorse,71,"Action,Thriller",04/29/2021,1h 49m,https://www.themoviedb.org/movie/567189
Home Sweet Home Alone,51,"Family,Comedy",11/12/2021,1h 33m,https://www.themoviedb.org/movie/654974
I Want You Back,62,"Comedy,Romance",02/10/2022,1h 57m,https://www.themoviedb.org/movie/680860
Garota da Moto,56,Action,09/23/2021,0,https://www.themoviedb.org/movie/876262
Teen Titans Go! See Space Jam,69,"Animation,Action,Adventure,Comedy,Family,Fantasy,Science Fiction",07/27/2021,1h 20m,https://www.themoviedb.org/movie/834404
Charlie and the Chocolate Factory,70,"Adventure,Comedy,Family,Fantasy",09/01/2005,1h 55m,https://www.themoviedb.org/movie/118
The Hunger Games: Mockingjay - Part 1,68,"Science Fiction,Adventure,Thriller",11/21/2014,2h 3m,https://www.themoviedb.org/movie/131631
Mamá o papá,75,"Comedy,Family",12/17/2021,1h 43m,https://www.themoviedb.org/movie/755437
Three Steps Above Heaven,78,"Romance,Drama",12/03/2010,2h 2m,https://www.themoviedb.org/movie/61979
Toy Story 2,76,"Animation,Comedy,Family",11/24/1999,1h 32m,https://www.themoviedb.org/movie/863
"Barbie: Big City, Big Dreams",73,"Animation,Music,Family",08/20/2021,1h 2m,https://www.themoviedb.org/movie/850818
Thor: Ragnarok,76,"Action,Adventure,Fantasy,Science Fiction",11/03/2017,2h 11m,https://www.themoviedb.org/movie/284053
Ice Age,73,"Animation,Comedy,Family,Adventure",05/03/2002,1h 21m,https://www.themoviedb.org/movie/425
Malignant,70,"Thriller,Horror,Mystery",09/10/2021,1h 52m,https://www.themoviedb.org/movie/619778
Abraham Lincoln: Vampire Hunter,57,"Action,Fantasy,Horror",06/22/2012,1h 34m,https://www.themoviedb.org/movie/72331
Naruto Shippuden the Movie: Road to Ninja,76,"Animation,Fantasy,Action",07/28/2012,1h 49m,https://www.themoviedb.org/movie/118406
Ambulance,90,"Action,Crime,Thriller",04/08/2022,2h 16m,https://www.themoviedb.org/movie/763285
The Conjuring 2,73,"Horror,Thriller",06/10/2016,2h 14m,https://www.themoviedb.org/movie/259693
Four to Dinner,62,"Comedy,Romance",01/05/2022,1h 44m,https://www.themoviedb.org/movie/832277
World War Z,68,"Action,Drama,Horror,Science Fiction,Thriller",06/21/2013,1h 56m,https://www.themoviedb.org/movie/72190
Love & Other Drugs,70,"Drama,Comedy,Romance",11/24/2010,1h 52m,https://www.themoviedb.org/movie/43347
The Penitent Thief,42,Drama,02/25/2021,1h 33m,https://www.themoviedb.org/movie/778552
Voyagers,62,"Science Fiction,Thriller",04/09/2021,1h 48m,https://www.themoviedb.org/movie/597890
Dragon Ball Z: Broly – Second Coming,67,"Animation,Action,Science Fiction",03/12/1994,48m,https://www.themoviedb.org/movie/44251
Masquerade,64,Thriller,07/30/2021,1h 20m,https://www.themoviedb.org/movie/835551
Legend,69,"Crime,Thriller",11/20/2015,2h 12m,https://www.themoviedb.org/movie/276907
Sweet & Sour,79,"Comedy,Romance",06/04/2021,1h 41m,https://www.themoviedb.org/movie/662237
Cars 3,68,"Animation,Adventure,Comedy,Family",06/16/2017,1h 42m,https://www.themoviedb.org/movie/260514
Inception,84,"Action,Science Fiction,Adventure",07/16/2010,2h 28m,https://www.themoviedb.org/movie/27205
Outlaws,69,Crime,10/08/2021,2h 5m,https://www.themoviedb.org/movie/776821
The Unforgivable,76,"Drama,Crime",11/24/2021,1h 52m,https://www.themoviedb.org/movie/645886
Ratatouille,78,"Animation,Comedy,Family,Fantasy",06/29/2007,1h 51m,https://www.themoviedb.org/movie/2062
Pirates of the Caribbean: At World's End,72,"Adventure,Fantasy,Action",05/19/2007,2h 49m,https://www.themoviedb.org/movie/285
Dragon Ball Z: Battle of Gods,68,"Animation,Action,Science Fiction",03/30/2013,1h 25m,https://www.themoviedb.org/movie/126963
Mortal Kombat Legends: Battle of the Realms,80,"Animation,Action,Fantasy",08/31/2021,1h 20m,https://www.themoviedb.org/movie/841755
Thor,68,"Adventure,Fantasy,Action",04/29/2011,1h 55m,https://www.themoviedb.org/movie/10195
Shrek 2,72,"Animation,Family,Comedy,Fantasy,Adventure",08/20/2004,1h 33m,https://www.themoviedb.org/movie/809
Girl in the Basement,81,"Crime,Thriller",02/27/2021,1h 30m,https://www.themoviedb.org/movie/801335
The Misfits,54,"Action,Thriller",06/11/2021,1h 34m,https://www.themoviedb.org/movie/581644
Titanic,79,"Drama,Romance",04/06/2012,3h 14m,https://www.themoviedb.org/movie/597
Bordertown: The Mural Murders,68,Crime,10/27/2021,0,https://www.themoviedb.org/movie/716810
Mickey and Minnie Wish Upon a Christmas,71,Animation,12/24/2021,47m,https://www.themoviedb.org/movie/864390
Frozen,73,"Animation,Family,Adventure,Fantasy",11/27/2013,1h 42m,https://www.themoviedb.org/movie/109445
Rogue Hostage,62,"Action,Thriller",06/11/2021,1h 34m,https://www.themoviedb.org/movie/825997
Wrong Turn,61,"Horror,Thriller",01/26/2021,1h 50m,https://www.themoviedb.org/movie/630586
The Fate of the Furious,69,"Action,Crime,Thriller",04/13/2017,2h 16m,https://www.themoviedb.org/movie/337339
El amarre,71,Horror,10/21/2021,1h 17m,https://www.themoviedb.org/movie/676840
The Lion King,71,"Adventure,Family,Animation",07/19/2019,1h 58m,https://www.themoviedb.org/movie/420818
Catch the Bullet,57,"Western,Action",09/10/2021,1h 29m,https://www.themoviedb.org/movie/859860
The Belly of the Sea,40,Drama,11/12/2021,1h 18m,https://www.themoviedb.org/movie/814608
Terminator Genisys,59,"Science Fiction,Action,Thriller,Adventure",07/02/2015,2h 6m,https://www.themoviedb.org/movie/87101
Spoiled Brats,63,Comedy,09/15/2021,1h 40m,https://www.themoviedb.org/movie/671043
This Is Not a Comedy,61,"Drama,Comedy",10/05/2021,1h 45m,https://www.themoviedb.org/movie/881594
Grisaia: Phantom Trigger The Animation,35,"Action,Animation",11/27/2020,1h 30m,https://www.themoviedb.org/movie/601980
11M,58,Documentary,02/23/2022,1h 32m,https://www.themoviedb.org/movie/940332
Hilda and the Mountain King,73,"Animation,Adventure,Fantasy,Family,TV Movie",12/30/2021,1h 24m,https://www.themoviedb.org/movie/789708
Solitary,57,Science Fiction,08/31/2020,1h 29m,https://www.themoviedb.org/movie/725273
The Power of the Dog,68,"Drama,Western",12/01/2021,2h 7m,https://www.themoviedb.org/movie/600583
Spiral: From the Book of Saw,62,"Horror,Crime,Mystery",06/04/2021,1h 33m,https://www.themoviedb.org/movie/602734
Once Upon a Snowman,69,"Animation,Family,Comedy,Fantasy",10/23/2020,7m,https://www.themoviedb.org/movie/741074
House of Wax,59,"Horror,Drama",04/30/2005,1h 53m,https://www.themoviedb.org/movie/10066
Grudge,64,Thriller,10/08/2021,1h 44m,https://www.themoviedb.org/movie/874948
My Little Pony: A New Generation,81,"Animation,Family,Fantasy,Comedy,Music,Adventure",09/23/2021,1h 31m,https://www.themoviedb.org/movie/597316
Twilight,63,"Fantasy,Drama,Romance",11/21/2008,2h 2m,https://www.themoviedb.org/movie/8966
Dhamaka,72,"Thriller,Drama,Crime",11/19/2021,1h 44m,https://www.themoviedb.org/movie/767377
Interstellar,84,"Adventure,Drama,Science Fiction",11/07/2014,2h 49m,https://www.themoviedb.org/movie/157336
Into the Wind,50,"Comedy,Drama,Romance",02/10/2022,1h 48m,https://www.themoviedb.org/movie/933547
Toy Story 4,76,"Family,Adventure,Animation,Comedy,Fantasy,Drama",06/21/2019,1h 40m,https://www.themoviedb.org/movie/301528
Weathering with You,81,"Animation,Drama,Fantasy,Romance",07/19/2019,1h 52m,https://www.themoviedb.org/movie/568160
Vivo,76,"Animation,Family,Comedy",08/06/2021,1h 39m,https://www.themoviedb.org/movie/449406
Fifty Shades Freed,67,"Drama,Romance",02/09/2018,1h 45m,https://www.themoviedb.org/movie/337167
Iron Man 3,69,"Action,Adventure,Science Fiction",05/03/2013,2h 10m,https://www.themoviedb.org/movie/68721
Awake,60,"Drama,Science Fiction,Thriller",06/09/2021,1h 36m,https://www.themoviedb.org/movie/615658
White Chicks,69,"Comedy,Crime",06/23/2004,1h 49m,https://www.themoviedb.org/movie/12153
Snoopy Presents: For Auld Lang Syne,74,"Animation,Family",12/09/2021,39m,https://www.themoviedb.org/movie/881211
The Lord of the Rings: The Return of the King,85,"Adventure,Fantasy,Action",02/06/2004,3h 21m,https://www.themoviedb.org/movie/122
Sex and the City,66,"Comedy,Drama,Romance",05/30/2008,2h 25m,https://www.themoviedb.org/movie/4564
22 vs. Earth,71,"Family,Comedy,Fantasy,Animation",04/30/2021,9m,https://www.themoviedb.org/movie/811367
Peninsula,69,"Action,Horror,Thriller",07/15/2020,1h 56m,https://www.themoviedb.org/movie/581392
The Lord of the Rings: The Fellowship of the Ring,84,"Adventure,Fantasy,Action",03/15/2002,2h 59m,https://www.themoviedb.org/movie/120
No One Gets Out Alive,60,"Horror,Thriller,Mystery",09/29/2021,1h 25m,https://www.themoviedb.org/movie/740925
Dragon Ball Z: Bio-Broly,58,"Animation,Action,Science Fiction",07/09/1994,50m,https://www.themoviedb.org/movie/39106
Pirates of the Caribbean: Dead Men Tell No Tales,66,"Adventure,Action,Fantasy",05/26/2017,2h 9m,https://www.themoviedb.org/movie/166426
The Karate Kid,65,"Action,Adventure,Drama,Family",06/10/2010,2h 20m,https://www.themoviedb.org/movie/38575
Journey 2: The Mysterious Island,61,"Adventure,Action,Science Fiction",02/10/2012,1h 34m,https://www.themoviedb.org/movie/72545
The Texas Chainsaw Massacre,62,Horror,10/17/2003,1h 38m,https://www.themoviedb.org/movie/9373
The Passion of the Christ,74,Drama,05/07/2004,2h 7m,https://www.themoviedb.org/movie/615
The Many Saints of Newark,67,"Crime,Drama",10/01/2021,2h,https://www.themoviedb.org/movie/524369
Plan A,61,Thriller,12/09/2021,1h 49m,https://www.themoviedb.org/movie/714968
Naruto Shippuden the Movie: Blood Prison,72,"Thriller,Animation,Action,Comedy,Horror,Mystery",07/30/2011,1h 48m,https://www.themoviedb.org/movie/75624
The Proposal,71,"Comedy,Romance,Drama",06/01/2009,1h 48m,https://www.themoviedb.org/movie/18240
A Silent Voice: The Movie,84,"Animation,Drama,Romance",09/17/2016,2h 10m,https://www.themoviedb.org/movie/378064
